,h_id,t_id,entity_sim_score,norm_entity_sim_score
535,535,535,3527.6572,0.36830458
536,536,536,3579.1968,0.3776768
537,537,537,4236.122,0.49713576
538,538,538,3897.5352,0.43556523
539,539,539,4057.202,0.46459997
540,540,540,3097.2458,0.2900362
541,541,541,4765.6357,0.59342545
542,542,542,4572.2593,0.5582608
543,543,543,3797.6003,0.41739258
544,544,544,4371.716,0.5217929
545,545,545,3592.5422,0.38010368
546,546,546,4385.7134,0.52433825
547,547,547,3582.056,0.37819678
548,548,548,3939.06,0.44311634
549,549,549,3357.784,0.33741388
550,550,550,3852.8535,0.42744008
551,551,551,4322.6226,0.5128655
552,552,552,4059.9138,0.4650931
553,553,553,3906.4407,0.4371847
554,554,554,3872.167,0.43095213
555,555,555,4656.854,0.573644
556,556,556,5140.074,0.6615154
557,557,557,3668.7524,0.39396212
558,558,558,3718.7163,0.4030478
559,559,559,3484.834,0.36051738
560,560,560,4645.64,0.5716048
561,561,561,4189.848,0.48872104
562,562,562,3872.0146,0.43092445
563,563,563,4077.2917,0.4682532
564,564,564,3806.3481,0.41898328
565,565,565,4292.007,0.5072982
566,566,566,4461.577,0.53813374
567,567,567,4906.661,0.6190703
568,568,568,3916.9556,0.43909675
569,569,569,3885.0015,0.43328604
570,570,570,3757.595,0.41011778
571,571,571,4597.9805,0.5629381
572,572,572,4134.2754,0.47861537
573,573,573,4112.992,0.47474512
574,574,574,3909.7715,0.43779033
575,575,575,4175.8145,0.48616907
576,576,576,3994.0107,0.45310888
577,577,577,4134.0293,0.47857064
578,578,578,3998.7,0.45396164
579,579,579,4183.309,0.48753196
580,580,580,3970.7368,0.44887662
581,581,581,5244.0576,0.68042433
582,582,582,3998.366,0.4539009
583,583,583,4345.994,0.5171155
584,584,584,4017.04,0.45729667
585,585,585,3455.9304,0.3552614
586,586,586,5512.233,0.7291908
587,587,587,4000.823,0.4543477
588,588,588,4187.663,0.48832372
589,589,589,3969.406,0.44863465
590,590,590,5197.4478,0.67194855
591,591,591,4260.0063,0.501479
592,592,592,2817.5493,0.23917462
593,593,593,4224.0723,0.49494454
594,594,594,4203.1533,0.49114054
595,595,595,4043.5576,0.46211877
596,596,596,3544.1587,0.37130532
597,597,597,3894.3127,0.4349793
598,598,598,3817.4927,0.42100987
599,599,599,4503.092,0.545683
600,600,600,3932.1143,0.44185328
601,601,601,3838.5435,0.42483786
602,602,602,4330.307,0.5142629
603,603,603,4580.079,0.5596828
604,604,604,3846.688,0.42631888
605,605,605,4439.2026,0.53406507
606,606,606,3732.0242,0.40546784
607,607,607,3566.2712,0.3753264
608,608,608,4042.3423,0.46189776
609,609,609,4310.3916,0.51064134
610,610,610,4656.9287,0.5736576
611,611,611,3736.561,0.4062928
612,612,612,4036.108,0.46076408
613,613,613,4120.863,0.47617638
614,614,614,3912.0854,0.43821114
615,615,615,4532.3926,0.5510112
616,616,616,3871.7861,0.43088287
617,617,617,4697.8647,0.5811016
618,618,618,4118.1533,0.47568366
619,619,619,3759.5647,0.41047597
620,620,620,4497.0254,0.54457986
621,621,621,4534.1724,0.55133486
622,622,622,3100.3662,0.2906036
623,623,623,4244.653,0.49868703
624,624,624,4483.497,0.5421198
625,625,625,3728.6606,0.40485615
626,626,626,4075.9492,0.46800902
627,627,627,4429.7544,0.5323469
628,628,628,3864.2756,0.42951718
629,629,629,3947.0046,0.44456106
630,630,630,4043.6128,0.4621288
631,631,631,3666.1704,0.39349258
632,632,632,3800.1582,0.41785765
633,633,633,4187.465,0.48828766
634,634,634,3824.3633,0.42225924
635,635,635,4385.5312,0.52430516
636,636,636,3109.7605,0.29231194
637,637,637,2540.385,0.18877351
638,638,638,4958.4844,0.62849414
639,639,639,4139.748,0.47961056
640,640,640,3203.1946,0.3093025
641,641,641,3746.3518,0.40807325
642,642,642,3713.4387,0.40208817
643,643,643,4657.8906,0.5738325
644,644,644,4072.3174,0.4673486
645,645,645,3866.1987,0.42986685
646,646,646,4543.868,0.553098
647,647,647,3250.3022,0.31786883
648,648,648,4295.329,0.50790226
649,649,649,3725.8003,0.404336
650,650,650,3788.2158,0.41568598
651,651,651,3978.0244,0.45020184
652,652,652,4079.0757,0.46857756
653,653,653,3670.8313,0.3943402
654,654,654,4487.8853,0.5429178
655,655,655,3596.0884,0.38074848
656,656,656,3949.7827,0.4450662
657,657,657,3426.8755,0.34997788
658,658,658,3376.533,0.34082332
659,659,659,4205.045,0.49148452
660,660,660,4173.573,0.48576152
661,661,661,4049.3435,0.46317095
662,662,662,4559.4854,0.55593795
663,663,663,4041.3135,0.4617107
664,664,664,4388.1753,0.52478594
665,665,665,4065.6167,0.4661301
666,666,666,4661.161,0.57442725
667,667,667,3910.0154,0.43783474
668,668,668,4329.909,0.5141905
669,669,669,4555.9946,0.55530316
670,670,670,3818.354,0.42116648
671,671,671,3677.3562,0.3955267
672,672,672,3902.9841,0.43655613
673,673,673,3893.4836,0.43482852
674,674,674,4150.8096,0.48162207
675,675,675,4265.842,0.5025402
676,676,676,4174.4287,0.4859171
677,677,677,4120.1934,0.47605464
678,678,678,4181.668,0.48723352
679,679,679,4250.917,0.49982613
680,680,680,4726.532,0.5863147
681,681,681,3996.5684,0.45357397
682,682,682,4354.173,0.5186028
683,683,683,4405.476,0.52793205
684,684,684,4765.3037,0.5933651
685,685,685,5344.939,0.6987692
686,686,686,3867.5552,0.4301135
687,687,687,3609.2034,0.3831334
688,688,688,4726.79,0.5863615
689,689,689,3727.872,0.40471274
690,690,690,3963.225,0.44751066
691,691,691,3740.4607,0.40700197
692,692,692,3914.4248,0.43863654
693,693,693,4045.941,0.46255216
694,694,694,3965.1921,0.4478684
695,695,695,5615.0396,0.74788576
696,696,696,4568.2334,0.55752873
697,697,697,4917.5337,0.62104744
698,698,698,3921.5896,0.43993947
699,699,699,3900.5935,0.4361214
700,700,700,3799.4788,0.41773415
701,701,701,4308.92,0.5103737
702,702,702,6428.459,0.8958025
703,703,703,4219.9795,0.4942003
704,704,704,4108.8403,0.47399014
705,705,705,3560.7808,0.37432793
706,706,706,3928.6187,0.44121763
707,707,707,4554.6875,0.55506545
708,708,708,4320.074,0.51240206
709,709,709,4180.1514,0.48695773
710,710,710,4151.3203,0.48171493
711,711,711,3782.6006,0.4146649
712,712,712,4963.361,0.6293809
713,713,713,4261.804,0.50180596
714,714,714,4458.0654,0.5374952
715,715,715,4275.15,0.50423276
716,716,716,3967.6377,0.44831306
717,717,717,4485.4546,0.54247576
718,718,718,4273.7607,0.50398016
719,719,719,4381.13,0.5235048
720,720,720,3570.8987,0.37616786
721,721,721,4040.6284,0.4615861
722,722,722,4094.4465,0.47137272
723,723,723,4110.9956,0.47438207
724,724,724,3849.491,0.42682865
725,725,725,4328.041,0.5138508
726,726,726,4019.9424,0.45782444
727,727,727,3919.4685,0.43955377
728,728,728,4238.464,0.4975616
729,729,729,3914.997,0.4387406
730,730,730,4008.9172,0.4558196
731,731,731,4312.062,0.5109451
732,732,732,3801.836,0.41816276
733,733,733,4346.033,0.5171226
734,734,734,4298.608,0.50849855
735,735,735,4043.8918,0.46217957
736,736,736,4432.062,0.5327666
737,737,737,4505.0396,0.5460372
738,738,738,4207.51,0.49193272
739,739,739,3933.6133,0.4421259
740,740,740,3891.4985,0.4344675
741,741,741,4346.3457,0.5171794
742,742,742,3102.5442,0.29099968
743,743,743,3346.2568,0.33531773
744,744,744,3647.787,0.39014965
745,745,745,3357.6567,0.33739075
746,746,746,4126.6387,0.47722667
747,747,747,3869.3452,0.43043903
748,748,748,3607.2412,0.38277656
749,749,749,4055.2275,0.46424088
750,750,750,4033.8762,0.4603583
751,751,751,4401.408,0.5271923
752,752,752,4068.392,0.4666348
753,753,753,4231.2183,0.496244
754,754,754,3799.2524,0.41769296
755,755,755,3697.047,0.39910743
756,756,756,4593.293,0.5620857
757,757,757,4124.0674,0.4767591
758,758,758,3986.2495,0.45169753
759,759,759,3699.8162,0.39961094
760,760,760,4246.3105,0.49898848
761,761,761,4226.3984,0.49536756
762,762,762,4091.2578,0.47079283
763,763,763,4223.0728,0.4947628
764,764,764,4228.1387,0.495684
765,765,765,5012.1885,0.63826
766,766,766,3532.6655,0.36921534
767,767,767,3678.9214,0.3958113
768,768,768,4425.2134,0.53152114
769,769,769,3616.066,0.3843813
770,770,770,4759.0796,0.59223324
771,771,771,3840.435,0.42518184
772,772,772,4296.035,0.5080307
773,773,773,4039.1934,0.46132514
774,774,774,3609.1802,0.38312915
775,775,775,3713.0212,0.40201223
776,776,776,3704.8381,0.40052417
777,777,777,4303.9893,0.5094771
778,778,778,4231.008,0.49620575
779,779,779,4434.3735,0.5331869
780,780,780,4110.866,0.47435853
781,781,781,4515.928,0.54801726
782,782,782,4417.4473,0.5301089
783,783,783,3543.3389,0.37115622
784,784,784,3900.7263,0.43614557
